name,updated_name,dataset,image_size,image_size_rat,image_size_cat,param_count,size,architecture,technique,dataset-size,imagenet-zeroshot-val-top1,imagenetv2-zeroshot-val-top1,imagenets-zeroshot-val-top1,imagenetr-zeroshot-val-top1,imageneta-zeroshot-val-top1,imagenet-average-robustness,imagenet-effective-robustness,in100-zeroshot-val-top1,in100v2-zeroshot-val-top1,in100s-zeroshot-val-top1,in100r-zeroshot-val-top1,in100a-zeroshot-val-top1,in100-average-robustness,in100-effective-robustness,in100-dogs-zeroshot-val-top1,in100-dogs-v2-zeroshot-val-top1,in100-dogs-s-zeroshot-val-top1,in100-dogs-r-zeroshot-val-top1,in100-dogs-a-zeroshot-val-top1,in100-dogs-average-robustness,in100-dogs-effective-robustness
tf_efficientnet_b1,tf_efficientnet_b1.aa_in1k,in1k,240,0.3,M,7.79,S,Convolution,Conventional,1200000,0.776,0.66,0.257,0.379,0.071,0.342,0.441,0.942,0.875,0.471571906,0.435775452,0.224859463,0.502,0.533,0.8122,0.625,0.396062992,0.653476758,0.443181818,0.529,0.651
tf_efficientnet_b1_ap,tf_efficientnet_b1_ap,in1k,240,0.3,M,7.79,S,Convolution,Conventional,1200000,0.782,0.667,0.265,0.388,0.085,0.351,0.449,0.6336,0.534,0.045052135,0.199809705,0.121798876,0.225,0.355,0.3824,0.228,0.055314961,0.271609681,0.25,0.201,0.526
tf_efficientnet_b1_ns,tf_efficientnet_b1_ns,jft300m,240,0.3,M,7.79,S,Convolution,Conventional,300000000,0.81,0.701,0.309,0.431,0.187,0.407,0.502,0.9554,0.912,0.575841039,0.540754837,0.365396627,0.598,0.626,0.8282,0.674,0.481102362,0.745293892,0.579545455,0.62,0.749
tf_efficientnet_b2,tf_efficientnet_b2.aa_in1k,in1k,260,0.325,M,9.11,S,Convolution,Conventional,1200000,0.788,0.672,0.273,0.396,0.097,0.36,0.457,0.944,0.878,0.475113122,0.440374247,0.237976265,0.508,0.538,0.8016,0.623,0.411023622,0.669227814,0.443181818,0.537,0.67
tf_efficientnet_b2_ap,tf_efficientnet_b2_ap,in1k,260,0.325,M,9.11,S,Convolution,Conventional,1200000,0.791,0.676,0.278,0.4,0.105,0.365,0.461,0.3372,0.28,0.021640763,0.136695211,0.084946908,0.131,0.388,0.153,0.107,0.028740157,0.165578179,0.25,0.138,0.902
tf_efficientnet_b2_ns,tf_efficientnet_b2_ns,jft300m,260,0.325,M,9.11,S,Convolution,Conventional,300000000,0.818,0.709,0.321,0.447,0.24,0.429,0.524,0.9566,0.91,0.59551446,0.561687282,0.354778264,0.605,0.632,0.8266,0.677,0.483464567,0.738378794,0.534090909,0.608,0.736
tf_efficientnet_b3,tf_efficientnet_b3.aa_in1k,in1k,300,0.375,M,12.23,S,Convolution,Conventional,1200000,0.807,0.697,0.304,0.427,0.17,0.4,0.496,0.944,0.885,0.505016722,0.460038059,0.258588382,0.527,0.558,0.8108,0.626,0.425590551,0.69035728,0.454545455,0.549,0.677
tf_efficientnet_b3_ap,tf_efficientnet_b3_ap,in1k,300,0.375,M,12.23,S,Convolution,Conventional,1200000,0.808,0.697,0.305,0.428,0.172,0.401,0.496,0.6206,0.524,0.025575448,0.205201395,0.14678326,0.225,0.363,0.3536,0.237,0.032874016,0.249327699,0.261363636,0.195,0.551
tf_efficientnet_b3_ns,tf_efficientnet_b3_ns,jft300m,300,0.375,M,12.23,S,Convolution,Conventional,300000000,0.834,0.731,0.356,0.483,0.355,0.481,0.577,0.958,0.917,0.616958489,0.586108468,0.39412867,0.629,0.657,0.8292,0.693,0.517913386,0.769880907,0.625,0.651,0.785
tf_efficientnet_b4,tf_efficientnet_b4.aa_in1k,in1k,380,0.475,M,19.34,S,Convolution,Conventional,1200000,0.823,0.715,0.331,0.457,0.263,0.442,0.537,0.9456,0.877,0.540625615,0.49080241,0.26296065,0.543,0.574,0.803,0.625,0.443503937,0.696119862,0.443181818,0.552,0.687
tf_efficientnet_b4_ap,tf_efficientnet_b4_ap,in1k,380,0.475,M,19.34,S,Convolution,Conventional,1200000,0.823,0.714,0.33,0.456,0.262,0.441,0.536,0.7716,0.665,0.229392091,0.342689502,0.209244222,0.362,0.469,0.388,0.287,0.198425197,0.416826738,0.227272727,0.282,0.727
tf_efficientnet_b4_ns,tf_efficientnet_b4_ns,jft300m,380,0.475,M,19.34,S,Convolution,Conventional,300000000,0.852,0.755,0.414,0.543,0.513,0.556,0.653,0.956,0.914,0.66791265,0.611639708,0.403497814,0.649,0.679,0.823,0.689,0.542716535,0.782942758,0.602272727,0.654,0.795
tf_efficientnet_b5,tf_efficientnet_b5.ra_in1k,in1k,456,0.57,L,30.39,S,Convolution,Conventional,1200000,0.83,0.725,0.347,0.471,0.319,0.466,0.561,0.9158,0.812,0.527837891,0.473834443,0.211118051,0.506,0.553,0.7476,0.537,0.405708661,0.676911256,0.352272727,0.493,0.659
tf_efficientnet_b5_ap,tf_efficientnet_b5_ap,in1k,456,0.57,L,30.39,S,Convolution,Conventional,1200000,0.834,0.729,0.355,0.481,0.348,0.478,0.573,0.7828,0.657,0.057839858,0.330003172,0.152404747,0.299,0.382,0.6072,0.43,0.086023622,0.444871302,0.329545455,0.323,0.532
tf_efficientnet_b5_ns,tf_efficientnet_b5_ns,jft300m,456,0.57,L,30.39,S,Convolution,Conventional,300000000,0.86,0.764,0.477,0.622,0.603,0.617,0.717,0.944,0.891,0.646665355,0.604503647,0.369768894,0.628,0.665,0.8014,0.651,0.519094488,0.77602766,0.568181818,0.629,0.785
tf_efficientnet_b6,tf_efficientnet_b6.aa_in1k,in1k,528,0.66,L,43.04,S,Convolution,Conventional,1200000,0.834,0.731,0.355,0.482,0.352,0.48,0.576,0.9356,0.866,0.554003541,0.50539169,0.259212992,0.546,0.584,0.7888,0.617,0.444685039,0.706108337,0.465909091,0.558,0.707
tf_efficientnet_b6_ap,tf_efficientnet_b6_ap,in1k,528,0.66,L,43.04,S,Convolution,Conventional,1200000,0.841,0.739,0.373,0.502,0.408,0.506,0.602,0.9162,0.838,0.58430061,0.545512211,0.251717676,0.555,0.606,0.7436,0.564,0.434448819,0.729927007,0.375,0.526,0.707
tf_efficientnet_b6_ns,tf_efficientnet_b6_ns,jft300m,528,0.66,L,43.04,S,Convolution,Conventional,300000000,0.863,0.768,0.488,0.641,0.623,0.63,0.73,0.9176,0.85,0.645288216,0.597526166,0.297938788,0.598,0.652,0.7586,0.624,0.513779528,0.733384556,0.465909091,0.584,0.77
tf_efficientnet_b7,tf_efficientnet_b7.ra_in1k,in1k,600,0.75,L,66.35,M,Convolution,Conventional,1200000,0.843,0.74,0.381,0.509,0.43,0.515,0.611,0.852,0.734,0.509935078,0.447668887,0.171143036,0.466,0.547,0.6282,0.484,0.361417323,0.640030734,0.318181818,0.451,0.718
tf_efficientnet_b7_ap,tf_efficientnet_b7_ap,in1k,600,0.75,L,66.35,M,Convolution,Conventional,1200000,0.846,0.745,0.394,0.523,0.454,0.529,0.625,0.9056,0.825,0.434192406,0.520932445,0.226733292,0.502,0.554,0.7164,0.554,0.268700787,0.665001921,0.352272727,0.46,0.642
tf_efficientnet_b7_ns,tf_efficientnet_b7_ns,jft300m,600,0.75,L,66.35,M,Convolution,Conventional,300000000,0.868,0.772,0.518,0.675,0.671,0.659,0.759,0.9144,0.843,0.673224474,0.600856327,0.312929419,0.608,0.665,0.7484,0.598,0.519488189,0.756819055,0.477272727,0.588,0.786
tf_efficientnet_b8,tf_efficientnet_b8.ap_in1k,in1k,672,0.84,L,87.41,M,Convolution,Conventional,1200000,0.85,0.751,0.405,0.535,0.49,0.545,0.641,0.8446,0.725,0.533739917,0.457342214,0.169269207,0.471,0.558,0.6198,0.498,0.373031496,0.659623511,0.340909091,0.468,0.755
tf_efficientnet_b8_ap,tf_efficientnet_b8_ap,in1k,672,0.84,L,87.41,M,Convolution,Conventional,1200000,0.848,0.747,0.398,0.53,0.469,0.536,0.632,0.908,0.853,0.435176077,0.519188075,0.392254841,0.55,0.606,0.402,0.288,0.17007874,0.442950442,0.227272727,0.282,0.701
tf_efficientnet_cc_b0_4e,tf_efficientnet_cc_b0_4e.in1k,in1k,224,0.28,S,13.31,S,Convolution,Conventional,1200000,0.77,0.651,0.249,0.368,0.06,0.332,0.431,0.7276,0.602,0.286641747,0.296860133,0.107432854,0.323,0.444,0.5082,0.35,0.25019685,0.455628121,0.295454545,0.338,0.665
tf_efficientnet_cc_b0_8e,tf_efficientnet_cc_b0_8e.in1k,in1k,224,0.28,S,24.01,S,Convolution,Conventional,1200000,0.776,0.66,0.257,0.379,0.071,0.342,0.441,0.831,0.721,0.040920716,0.26276562,0.169893816,0.299,0.36,0.6696,0.475,0.066929134,0.379177872,0.386363636,0.327,0.488
tf_efficientnet_cc_b1_8e,tf_efficientnet_cc_b1_8e.in1k,in1k,240,0.3,M,39.72,S,Convolution,Conventional,1200000,0.787,0.671,0.272,0.396,0.096,0.359,0.456,0.9152,0.832,0.419240606,0.429273708,0.199875078,0.47,0.514,0.7458,0.553,0.379133858,0.655397618,0.409090909,0.499,0.669
tf_efficientnet_el,tf_efficientnet_el.in1k,in1k,300,0.375,M,10.59,S,Convolution,Conventional,1200000,0.794,0.679,0.284,0.404,0.114,0.37,0.466,0.7304,0.619,0.087743459,0.273390422,0.141161774,0.28,0.383,0.4886,0.332,0.121850394,0.432193623,0.318181818,0.301,0.616
tf_efficientnet_em,tf_efficientnet_em.in1k,in1k,240,0.3,M,6.9,S,Convolution,Conventional,1200000,0.766,0.644,0.244,0.364,0.053,0.326,0.426,0.7356,0.607,0.137910683,0.285918173,0.117426608,0.287,0.39,0.5272,0.362,0.158464567,0.394928928,0.329545455,0.311,0.59
tf_efficientnet_es,tf_efficientnet_es.in1k,in1k,224,0.28,S,5.44,S,Convolution,Conventional,1200000,0.747,0.626,0.22,0.343,0.038,0.307,0.411,0.655,0.539,0.063348416,0.231208373,0.099312929,0.233,0.356,0.4412,0.29,0.102362205,0.344986554,0.306818182,0.261,0.592
tf_efficientnet_l2_ns,tf_efficientnet_l2_ns,jft300m,800,1,L,0,L,Convolution,Conventional,300000000,0.886,0.805,0.588,0.797,0.848,0.76,0.858,0.986,0.961,0.722408027,0.779575008,0.909431605,0.843,0.855,0.9048,0.823,0.587795276,0.867844794,0.965909091,0.811,0.896
tf_efficientnet_lite0,tf_efficientnet_lite0.in1k,in1k,224,0.28,S,4.65,S,Convolution,Conventional,1200000,0.733,0.609,0.213,0.331,0.031,0.296,0.404,0.9064,0.805,0.363564824,0.387567396,0.134291068,0.423,0.467,0.7164,0.534,0.290354331,0.572800615,0.352272727,0.437,0.61
tf_efficientnet_lite1,tf_efficientnet_lite1.in1k,in1k,240,0.3,M,5.42,S,Convolution,Conventional,1200000,0.755,0.633,0.233,0.351,0.046,0.316,0.419,0.9136,0.835,0.433995672,0.403583888,0.161149282,0.458,0.501,0.7364,0.564,0.327165354,0.593161736,0.284090909,0.442,0.6
tf_efficientnet_lite2,tf_efficientnet_lite2.in1k,in1k,260,0.325,M,6.09,S,Convolution,Conventional,1200000,0.767,0.646,0.245,0.364,0.054,0.327,0.426,0.9144,0.816,0.406649616,0.401680939,0.177389132,0.45,0.492,0.7342,0.566,0.332283465,0.600845179,0.261363636,0.44,0.599
tf_efficientnet_lite3,tf_efficientnet_lite3.in1k,in1k,300,0.375,M,8.2,S,Convolution,Conventional,1200000,0.788,0.672,0.273,0.396,0.097,0.36,0.457,0.9168,0.833,0.427306709,0.428163654,0.192379763,0.47,0.513,0.747,0.554,0.342913386,0.611217826,0.318181818,0.457,0.612
tf_efficientnet_lite4,tf_efficientnet_lite4.in1k,in1k,380,0.475,M,13.01,S,Convolution,Conventional,1200000,0.809,0.7,0.307,0.429,0.181,0.404,0.499,0.9222,0.828,0.459374385,0.437044085,0.191130543,0.479,0.519,0.743,0.558,0.37480315,0.640414906,0.363636364,0.484,0.651
tf_efficientnetv2_b0,tf_efficientnetv2_b0.in1k,in1k,224,0.28,S,7.14,S,Convolution,Conventional,1200000,0.769,0.651,0.249,0.367,0.059,0.332,0.432,0.944,0.88,0.449931143,0.41785601,0.227357901,0.494,0.523,0.806,0.621,0.385826772,0.647714176,0.443181818,0.524,0.65
tf_efficientnetv2_b1,tf_efficientnetv2_b1.in1k,in1k,240,0.3,M,8.14,S,Convolution,Conventional,1200000,0.779,0.662,0.26,0.384,0.077,0.346,0.444,0.9478,0.888,0.455439701,0.421186172,0.252342286,0.504,0.532,0.8224,0.65,0.393700787,0.648098348,0.454545455,0.537,0.653
tf_efficientnetv2_b2,tf_efficientnetv2_b2.in1k,in1k,260,0.325,M,10.1,S,Convolution,Conventional,1200000,0.793,0.677,0.281,0.402,0.11,0.368,0.464,0.9496,0.887,0.479834743,0.440849984,0.252966896,0.515,0.542,0.8196,0.642,0.411023622,0.657702651,0.465909091,0.544,0.664
tf_efficientnetv2_b3,tf_efficientnetv2_b3.in1k,in1k,300,0.375,M,14.36,S,Convolution,Conventional,1200000,0.806,0.695,0.303,0.426,0.167,0.398,0.494,0.9502,0.89,0.505410191,0.448461782,0.266083698,0.527,0.555,0.8174,0.645,0.420275591,0.650019209,0.477272727,0.548,0.67
tf_efficientnetv2_l,tf_efficientnetv2_l.in1k,in1k,480,0.6,L,118.52,L,Convolution,Conventional,1200000,0.853,0.756,0.425,0.56,0.532,0.568,0.666,0.9438,0.876,0.581743065,0.528385664,0.337913804,0.581,0.616,0.778,0.61,0.486220472,0.733000384,0.477272727,0.577,0.742
tf_efficientnetv2_l_in21ft1k,tf_efficientnetv2_l.in21k_ft_in1k,in21k,480,0.6,L,118.52,L,Convolution,Conventional,14200000,0.867,0.77,0.51,0.663,0.663,0.652,0.752,0.979,0.937,0.753,0.658,0.733,0.77,0.787,0.864,0.719,0.503,0.78,0.739,0.685,0.793
tf_efficientnetv2_m,tf_efficientnetv2_m.in1k,in1k,480,0.6,L,54.14,M,Convolution,Conventional,1200000,0.846,0.745,0.395,0.523,0.455,0.53,0.626,0.9348,0.863,0.545150502,0.496986997,0.296689569,0.55,0.588,0.7708,0.568,0.439566929,0.706492509,0.375,0.522,0.677
tf_efficientnetv2_m_in21ft1k,tf_efficientnetv2_m.in21k_ft_in1k,in21k,480,0.6,L,54.14,M,Convolution,Conventional,14200000,0.862,0.766,0.485,0.636,0.614,0.625,0.725,0.978,0.935,0.74,0.642,0.667,0.746,0.763,0.852,0.729,0.48,0.764,0.784,0.689,0.809
tf_efficientnetv2_s,tf_efficientnetv2_s.in1k,in1k,384,0.48,M,21.46,S,Convolution,Conventional,1200000,0.826,0.718,0.338,0.461,0.291,0.452,0.547,0.7304,0.607,0.410387566,0.354741516,0.217988757,0.398,0.545,0.2658,0.175,0.274409449,0.469458317,0.238636364,0.289,1.087
tf_efficientnetv2_s_in21ft1k,tf_efficientnetv2_s.in21k_ft_in1k,in21k,384,0.48,M,21.46,S,Convolution,Conventional,14200000,0.85,0.75,0.402,0.534,0.485,0.543,0.639,0.973,0.918,0.658,0.57,0.587,0.683,0.702,0.848,0.692,0.445,0.716,0.659,0.628,0.741
tf_efficientnetv2_xl_in21ft1k,tf_efficientnetv2_xl.in21k_ft_in1k,in21k,480,0.6,L,208.12,L,Convolution,Conventional,14200000,0.868,0.771,0.517,0.671,0.67,0.657,0.757,0.979,0.929,0.751,0.651,0.709,0.76,0.776,0.867,0.733,0.539,0.788,0.807,0.717,0.827
tf_inception_v3,tf_inception_v3,in1k,299,0.37375,M,23.83,S,Convolution,Conventional,1200000,0.792,0.676,0.28,0.401,0.108,0.366,0.462,0.8314,0.732,0.257918552,0.346495401,0.138038726,0.369,0.444,0.6048,0.436,0.282086614,0.546676911,0.272727273,0.384,0.635
tf_mixnet_l,tf_mixnet_l.in1k,in1k,224,0.28,S,7.33,S,Convolution,Conventional,1200000,0.776,0.66,0.257,0.379,0.071,0.342,0.441,0.9454,0.876,0.423765493,0.390897558,0.223610244,0.479,0.507,0.809,0.61,0.366535433,0.61390703,0.511363636,0.525,0.649
tf_mixnet_m,tf_mixnet_m.in1k,in1k,224,0.28,S,5.01,S,Convolution,Conventional,1200000,0.763,0.642,0.239,0.36,0.051,0.323,0.423,0.9406,0.859,0.393468424,0.380907073,0.198625859,0.458,0.487,0.8008,0.615,0.33011811,0.59930849,0.363636364,0.477,0.596
tf_mixnet_s,tf_mixnet_s.in1k,in1k,224,0.28,S,4.13,S,Convolution,Conventional,1200000,0.75,0.628,0.223,0.345,0.039,0.309,0.412,0.9308,0.846,0.370450521,0.356644466,0.201748907,0.444,0.477,0.7824,0.584,0.323425197,0.545908567,0.465909091,0.48,0.613
tf_mobilenetv3_large_075,tf_mobilenetv3_large_075.in1k,in1k,224,0.28,S,3.99,S,Convolution,Conventional,1200000,0.73,0.604,0.209,0.327,0.029,0.292,0.4,0.673,0.553,0.122762148,0.247383444,0.118051218,0.26,0.386,0.4706,0.311,0.110629921,0.324625432,0.295454545,0.26,0.552
tf_mobilenetv3_large_100,tf_mobilenetv3_large_100.in1k,in1k,224,0.28,S,5.48,S,Convolution,Conventional,1200000,0.741,0.622,0.216,0.336,0.036,0.303,0.409,0.8376,0.727,0.165846941,0.289882651,0.135540287,0.33,0.394,0.5996,0.421,0.132677165,0.379562044,0.386363636,0.33,0.55
tf_mobilenetv3_large_minimal_100,tf_mobilenetv3_large_minimal_100.in1k,in1k,224,0.28,S,3.92,S,Convolution,Conventional,1200000,0.662,0.533,0.157,0.265,0.016,0.243,0.367,0.8492,0.723,0.20361991,0.302727561,0.109306683,0.335,0.394,0.6338,0.442,0.190944882,0.44256627,0.284090909,0.34,0.536
tf_mobilenetv3_small_075,tf_mobilenetv3_small_075.in1k,in1k,224,0.28,S,2.04,S,Convolution,Conventional,1200000,0.7,0.572,0.174,0.288,0.02,0.264,0.377,0.7478,0.618,0.099744246,0.22438947,0.094940662,0.259,0.346,0.5592,0.368,0.093897638,0.348828275,0.272727273,0.271,0.485
tf_mobilenetv3_small_100,tf_mobilenetv3_small_100.in1k,in1k,224,0.28,S,2.54,S,Convolution,Conventional,1200000,0.703,0.574,0.175,0.29,0.02,0.265,0.377,0.7708,0.641,0.10230179,0.222327942,0.087445347,0.263,0.341,0.5694,0.39,0.091141732,0.33691894,0.295454545,0.278,0.488
tf_mobilenetv3_small_minimal_100,tf_mobilenetv3_small_minimal_100.in1k,in1k,224,0.28,S,2.04,S,Convolution,Conventional,1200000,0.599,0.467,0.127,0.234,0.01,0.21,0.351,0.7426,0.594,0.147944127,0.258801142,0.074328545,0.269,0.362,0.512,0.346,0.139566929,0.390318863,0.284090909,0.29,0.566
tinynet_a,tinynet_a.in1k,in1k,192,0.24,S,6.19,S,Convolution,Conventional,1200000,0.774,0.657,0.255,0.373,0.066,0.338,0.437,0.9474,0.889,0.452685422,0.411671424,0.24609619,0.5,0.528,0.8142,0.645,0.375,0.625048022,0.454545455,0.525,0.645
tinynet_b,tinynet_b.in1k,in1k,188,0.235,S,3.73,S,Convolution,Conventional,1200000,0.755,0.632,0.23,0.35,0.042,0.314,0.416,0.9386,0.866,0.42317529,0.397399302,0.216114928,0.476,0.507,0.7948,0.61,0.348031496,0.598540146,0.363636364,0.48,0.604
tinynet_c,tinynet_c.in1k,in1k,184,0.23,S,2.46,S,Convolution,Conventional,1200000,0.733,0.61,0.213,0.332,0.031,0.297,0.405,0.9216,0.821,0.380287232,0.372819537,0.177389132,0.438,0.475,0.7576,0.561,0.299212598,0.542451018,0.443181818,0.461,0.609
tinynet_d,tinynet_d.in1k,in1k,152,0.19,S,2.34,S,Convolution,Conventional,1200000,0.729,0.603,0.209,0.327,0.029,0.292,0.401,0.9054,0.807,0.329333071,0.338090707,0.157401624,0.408,0.451,0.7296,0.518,0.250787402,0.489051095,0.443181818,0.425,0.583
tinynet_e,tinynet_e.in1k,in1k,106,0.1325,S,2.04,S,Convolution,Conventional,1200000,0.689,0.561,0.168,0.284,0.019,0.258,0.374,0.8422,0.721,0.16860122,0.244053283,0.126171143,0.315,0.374,0.6524,0.425,0.138779528,0.340376489,0.431818182,0.334,0.512
tnt_s_patch16_224,tnt_s_patch16_224,in1k,224,0.28,S,23.76,S,ViT,Conventional,1200000,0.82,0.71,0.326,0.451,0.247,0.434,0.529,0.9582,0.898,0.470588235,0.440532826,0.400999375,0.553,0.577,0.8024,0.633,0.335826772,0.643872455,0.625,0.559,0.697
tv_densenet121,tv_densenet121,in1k,224,0.28,S,7.98,S,Convolution,Conventional,1200000,0.722,0.591,0.202,0.319,0.026,0.285,0.395,0.931,0.862,0.44186504,0.406279734,0.161149282,0.468,0.503,0.7834,0.624,0.360433071,0.637725701,0.534090909,0.539,0.688
tv_resnet101,tv_resnet101,in1k,224,0.28,S,44.55,S,Convolution,Conventional,1200000,0.756,0.633,0.234,0.353,0.047,0.317,0.419,0.939,0.878,0.457407043,0.421186172,0.214865709,0.493,0.525,0.8018,0.645,0.36988189,0.630810603,0.488636364,0.534,0.666
tv_resnet152,tv_resnet152,in1k,224,0.28,S,60.19,M,Convolution,Conventional,1200000,0.77,0.652,0.249,0.368,0.06,0.332,0.431,0.947,0.884,0.447176864,0.426102125,0.215490319,0.493,0.521,0.806,0.655,0.402165354,0.655013446,0.5,0.553,0.686
tv_resnet34,tv_resnet34,in1k,224,0.28,S,21.8,S,Convolution,Conventional,1200000,0.697,0.57,0.173,0.286,0.019,0.262,0.376,0.9148,0.84,0.420224277,0.389470346,0.156777014,0.452,0.494,0.7666,0.584,0.322637795,0.603534383,0.477272727,0.497,0.648
tv_resnet50,tv_resnet50,in1k,224,0.28,S,25.56,S,Convolution,Conventional,1200000,0.579,0.449,0.11,0.217,0,0.194,0.335,0.9352,0.874,0.389337006,0.384871551,0.132417239,0.445,0.476,0.7806,0.604,0.371259843,0.626968882,0.340909091,0.486,0.623
tv_resnext50_32x4d,tv_resnext50_32x4d,in1k,224,0.28,S,25.03,S,Convolution,Conventional,1200000,0.756,0.634,0.235,0.355,0.048,0.318,0.421,0.945,0.883,0.409403895,0.401998097,0.204247345,0.475,0.503,0.8034,0.648,0.374212598,0.622742989,0.477272727,0.531,0.661
twins_pcpvt_base,twins_pcpvt_base,in1k,224,0.28,S,43.83,S,ViT,Conventional,1200000,0.827,0.722,0.34,0.463,0.3,0.456,0.551,0.968,0.92,0.542592957,0.476530289,0.489693941,0.607,0.627,0.8452,0.689,0.443700787,0.704571648,0.704545455,0.635,0.751
twins_pcpvt_large,twins_pcpvt_large,in1k,224,0.28,S,60.99,M,ViT,Conventional,1200000,0.832,0.727,0.35,0.477,0.334,0.472,0.567,0.9694,0.917,0.551839465,0.484300666,0.514678326,0.617,0.636,0.8526,0.701,0.459448819,0.700729927,0.75,0.653,0.766
twins_pcpvt_small,twins_pcpvt_small,in1k,224,0.28,S,24.11,S,ViT,Conventional,1200000,0.815,0.707,0.314,0.44,0.227,0.422,0.518,0.9622,0.912,0.492622467,0.458610847,0.421611493,0.571,0.593,0.8304,0.67,0.411023622,0.646945832,0.636363636,0.591,0.712
twins_svt_base,twins_svt_base,in1k,224,0.28,S,56.07,M,ViT,Conventional,1200000,0.832,0.726,0.35,0.476,0.332,0.471,0.566,0.9704,0.922,0.514066496,0.478591817,0.516552155,0.608,0.627,0.86,0.701,0.441732283,0.687283903,0.693181818,0.631,0.734
twins_svt_large,twins_svt_large,in1k,224,0.28,S,99.27,M,ViT,Conventional,1200000,0.838,0.734,0.364,0.491,0.372,0.49,0.585,0.9698,0.922,0.557741491,0.493022518,0.554653342,0.632,0.652,0.8632,0.711,0.463976378,0.713791779,0.715909091,0.651,0.754
twins_svt_small,twins_svt_small,in1k,224,0.28,S,24.06,S,ViT,Conventional,1200000,0.819,0.71,0.323,0.448,0.241,0.431,0.526,0.9658,0.906,0.500295101,0.458769426,0.434728295,0.575,0.595,0.8378,0.668,0.4,0.638878217,0.625,0.583,0.696
vgg11,vgg11,in1k,224,0.28,S,132.86,L,Convolution,Conventional,1200000,0.659,0.529,0.149,0.263,0.016,0.239,0.363,0.8962,0.797,0.299036002,0.303361878,0.136789507,0.384,0.428,0.7256,0.527,0.235826772,0.492508644,0.397727273,0.413,0.569
vgg11_bn,vgg11_bn,in1k,224,0.28,S,132.87,L,Convolution,Conventional,1200000,0.677,0.545,0.162,0.269,0.017,0.248,0.366,0.9072,0.809,0.34094039,0.337932128,0.139912555,0.407,0.449,0.7356,0.571,0.26496063,0.533999232,0.465909091,0.459,0.624
vgg13,vgg13,in1k,224,0.28,S,133.05,L,Convolution,Conventional,1200000,0.699,0.568,0.161,0.263,0.018,0.253,0.362,0.8988,0.8,0.303954358,0.297018712,0.143660212,0.386,0.429,0.7256,0.553,0.233464567,0.472147522,0.443181818,0.425,0.586
vgg13_bn,vgg13_bn,in1k,224,0.28,S,133.05,L,Convolution,Conventional,1200000,0.704,0.577,0.178,0.291,0.021,0.267,0.379,0.9108,0.829,0.340546921,0.335870599,0.159900062,0.416,0.457,0.741,0.568,0.270669291,0.52285824,0.431818182,0.448,0.605
vgg16,vgg16,in1k,224,0.28,S,138.36,L,Convolution,Conventional,1200000,0.716,0.585,0.175,0.279,0.026,0.266,0.372,0.913,0.83,0.31713555,0.310339359,0.150530918,0.402,0.44,0.7556,0.564,0.260433071,0.499807914,0.409090909,0.433,0.573
vgg16_bn,vgg16_bn,in1k,224,0.28,S,138.37,L,Convolution,Conventional,1200000,0.734,0.607,0.199,0.304,0.027,0.284,0.387,0.9238,0.847,0.347629353,0.33571202,0.173641474,0.426,0.461,0.7622,0.587,0.294488189,0.55743373,0.465909091,0.476,0.625
vgg19,vgg19,in1k,224,0.28,S,143.67,L,Convolution,Conventional,1200000,0.708,0.578,0.179,0.294,0.021,0.268,0.379,0.9112,0.847,0.323627779,0.316841104,0.161773891,0.412,0.452,0.7546,0.574,0.272834646,0.506723012,0.443181818,0.449,0.595
vgg19_bn,vgg19_bn,in1k,224,0.28,S,143.68,L,Convolution,Conventional,1200000,0.73,0.608,0.211,0.33,0.029,0.295,0.404,0.9284,0.849,0.392878222,0.381541389,0.17988757,0.451,0.486,0.7672,0.609,0.326181102,0.598540146,0.522727273,0.514,0.67
visformer_small,visformer_small,in1k,224,0.28,S,40.22,S,ViT,Conventional,1200000,0.822,0.713,0.329,0.454,0.258,0.439,0.534,0.9654,0.907,0.466850285,0.454170631,0.465334166,0.573,0.594,0.8434,0.649,0.398818898,0.629658087,0.670454545,0.587,0.696
vit_base_patch16_224,vit_base_patch16_224.augreg_in1k,in21k,224,0.28,S,86.57,M,ViT,Conventional,14200000,0.843,0.741,0.383,0.512,0.433,0.517,0.613,0.9632,0.912,0.490064922,0.533460197,0.482823235,0.605,0.628,0.7902,0.635,0.339566929,0.652324241,0.590909091,0.554,0.701
vit_base_patch16_224_miil,vit_base_patch16_224_miil.in21k_ft_in1k,in21k,224,0.28,S,86.54,M,ViT,Conventional,14200000,0.834,0.729,0.354,0.48,0.345,0.477,0.572,0.6846,0.559,0.159157978,0.247542023,0.165521549,0.283,0.413,0.4422,0.284,0.130905512,0.325393776,0.295454545,0.259,0.586
vit_base_patch16_224_sam,vit_base_patch16_224_sam,in21k,224,0.28,S,86.54,M,ViT,Conventional,14200000,0.785,0.669,0.269,0.393,0.09,0.355,0.452,0.9394,0.869,0.346842416,0.404376784,0.234853217,0.464,0.494,0.8082,0.615,0.369291339,0.636573185,0.511363636,0.533,0.659
vit_base_patch16_384,vit_base_patch16_384.augreg_in1k,in21k,384,0.48,M,86.86,M,ViT,Conventional,14200000,0.865,0.769,0.499,0.654,0.637,0.64,0.74,0.974,0.924,0.413732048,0.521725341,0.634603373,0.624,0.641,0.8128,0.677,0.307283465,0.621590473,0.704545455,0.578,0.711
